time,pred_tavg,cluster_id,cluster_lat,cluster_lon,month,irradiance
2026-01-01,0.102388375,0,41.15451,-88.288734,1,1.7021
2026-02-01,6.0949187,0,41.15451,-88.288734,2,2.5774
2026-03-01,11.357866,0,41.15451,-88.288734,3,3.5962
2026-04-01,16.412107,0,41.15451,-88.288734,4,4.7482
2026-05-01,20.817207,0,41.15451,-88.288734,5,5.4576
2026-06-01,22.821024,0,41.15451,-88.288734,6,6.1418
2026-07-01,21.77516,0,41.15451,-88.288734,7,6.2198
2026-08-01,17.900076,0,41.15451,-88.288734,8,5.4211
2026-09-01,11.565428,0,41.15451,-88.288734,9,4.4861
2026-10-01,4.626874,0,41.15451,-88.288734,10,2.983
2026-11-01,-0.638078,0,41.15451,-88.288734,11,1.9752
2026-12-01,-3.5069935,0,41.15451,-88.288734,12,1.4611
2027-01-01,-1.7202902,0,41.15451,-88.288734,1,1.7021
2027-02-01,4.203219,0,41.15451,-88.288734,2,2.5774
2027-03-01,10.338786,0,41.15451,-88.288734,3,3.5962
2027-04-01,15.760142,0,41.15451,-88.288734,4,4.7482
2027-05-01,20.313454,0,41.15451,-88.288734,5,5.4576
2027-06-01,22.323713,0,41.15451,-88.288734,6,6.1418
2027-07-01,21.269775,0,41.15451,-88.288734,7,6.2198
2027-08-01,17.33158,0,41.15451,-88.288734,8,5.4211
2027-09-01,10.662706,0,41.15451,-88.288734,9,4.4861
2027-10-01,3.5553129,0,41.15451,-88.288734,10,2.983
2027-11-01,-1.8839995,0,41.15451,-88.288734,11,1.9752
2027-12-01,-4.631575,0,41.15451,-88.288734,12,1.4611
2028-01-01,-3.2053936,0,41.15451,-88.288734,1,1.7021
2028-02-01,2.829024,0,41.15451,-88.288734,2,2.5774
2028-03-01,9.735304,0,41.15451,-88.288734,3,3.5962
2028-04-01,15.408821,0,41.15451,-88.288734,4,4.7482
2028-05-01,20.090715,0,41.15451,-88.288734,5,5.4576
2028-06-01,22.201147,0,41.15451,-88.288734,6,6.1418
2028-07-01,21.208973,0,41.15451,-88.288734,7,6.2198
2028-08-01,17.249025,0,41.15451,-88.288734,8,5.4211
2028-09-01,10.533701,0,41.15451,-88.288734,9,4.4861
2028-10-01,3.3725555,0,41.15451,-88.288734,10,2.983
2028-11-01,-2.1263714,0,41.15451,-88.288734,11,1.9752
2028-12-01,-4.8852596,0,41.15451,-88.288734,12,1.4611
2029-01-01,-3.4277759,0,41.15451,-88.288734,1,1.7021
2029-02-01,2.5594943,0,41.15451,-88.288734,2,2.5774
2029-03-01,9.605341,0,41.15451,-88.288734,3,3.5962
2029-04-01,15.329307,0,41.15451,-88.288734,4,4.7482
2029-05-01,20.04723,0,41.15451,-88.288734,5,5.4576
2029-06-01,22.177282,0,41.15451,-88.288734,6,6.1418
2029-07-01,21.183355,0,41.15451,-88.288734,7,6.2198
2029-08-01,17.220036,0,41.15451,-88.288734,8,5.4211
2029-09-01,10.50068,0,41.15451,-88.288734,9,4.4861
2029-10-01,3.3452,0,41.15451,-88.288734,10,2.983
2029-11-01,-2.1472042,0,41.15451,-88.288734,11,1.9752
2029-12-01,-4.9000964,0,41.15451,-88.288734,12,1.4611
2030-01-01,-3.4420247,0,41.15451,-88.288734,1,1.7021
2030-02-01,2.5373669,0,41.15451,-88.288734,2,2.5774
2030-03-01,9.591433,0,41.15451,-88.288734,3,3.5962
2030-04-01,15.320395,0,41.15451,-88.288734,4,4.7482
2030-05-01,20.042414,0,41.15451,-88.288734,5,5.4576
2030-06-01,22.174599,0,41.15451,-88.288734,6,6.1418
2030-07-01,21.179806,0,41.15451,-88.288734,7,6.2198
2030-08-01,17.21634,0,41.15451,-88.288734,8,5.4211
2030-09-01,10.497928,0,41.15451,-88.288734,9,4.4861
2030-10-01,3.345093,0,41.15451,-88.288734,10,2.983
2030-11-01,-2.1452618,0,41.15451,-88.288734,11,1.9752
2030-12-01,-4.8970876,0,41.15451,-88.288734,12,1.4611
2031-01-01,-3.4390702,0,41.15451,-88.288734,1,1.7021
2031-02-01,2.5406826,0,41.15451,-88.288734,2,2.5774
2031-03-01,9.59258,0,41.15451,-88.288734,3,3.5962
2031-04-01,15.32128,0,41.15451,-88.288734,4,4.7482
2031-05-01,20.04321,0,41.15451,-88.288734,5,5.4576
2031-06-01,22.175299,0,41.15451,-88.288734,6,6.1418
2031-07-01,21.180235,0,41.15451,-88.288734,7,6.2198
2031-08-01,17.216732,0,41.15451,-88.288734,8,5.4211
2031-09-01,10.498687,0,41.15451,-88.288734,9,4.4861
2031-10-01,3.3461866,0,41.15451,-88.288734,10,2.983
2031-11-01,-2.1439645,0,41.15451,-88.288734,11,1.9752
2031-12-01,-4.895722,0,41.15451,-88.288734,12,1.4611
2032-01-01,-3.4376087,0,41.15451,-88.288734,1,1.7021
2032-02-01,2.5424912,0,41.15451,-88.288734,2,2.5774
2032-03-01,9.593457,0,41.15451,-88.288734,3,3.5962
2032-04-01,15.321887,0,41.15451,-88.288734,4,4.7482
2032-05-01,20.04364,0,41.15451,-88.288734,5,5.4576
2032-06-01,22.175617,0,41.15451,-88.288734,6,6.1418
2032-07-01,21.180508,0,41.15451,-88.288734,7,6.2198
2032-08-01,17.217012,0,41.15451,-88.288734,8,5.4211
2032-09-01,10.499058,0,41.15451,-88.288734,9,4.4861
2032-10-01,3.3465762,0,41.15451,-88.288734,10,2.983
2032-11-01,-2.1435878,0,41.15451,-88.288734,11,1.9752
2032-12-01,-4.8953776,0,41.15451,-88.288734,12,1.4611
2033-01-01,-3.437256,0,41.15451,-88.288734,1,1.7021
2033-02-01,2.542915,0,41.15451,-88.288734,2,2.5774
2033-03-01,9.593672,0,41.15451,-88.288734,3,3.5962
2033-04-01,15.322028,0,41.15451,-88.288734,4,4.7482
2033-05-01,20.043734,0,41.15451,-88.288734,5,5.4576
2033-06-01,22.17568,0,41.15451,-88.288734,6,6.1418
2033-07-01,21.180573,0,41.15451,-88.288734,7,6.2198
2033-08-01,17.217083,0,41.15451,-88.288734,8,5.4211
2033-09-01,10.499143,0,41.15451,-88.288734,9,4.4861
2033-10-01,3.3466578,0,41.15451,-88.288734,10,2.983
2033-11-01,-2.1435165,0,41.15451,-88.288734,11,1.9752
2033-12-01,-4.8953204,0,41.15451,-88.288734,12,1.4611
2034-01-01,-3.4372027,0,41.15451,-88.288734,1,1.7021
2034-02-01,2.542977,0,41.15451,-88.288734,2,2.5774
2034-03-01,9.593706,0,41.15451,-88.288734,3,3.5962
2034-04-01,15.32205,0,41.15451,-88.288734,4,4.7482
2034-05-01,20.043743,0,41.15451,-88.288734,5,5.4576
2034-06-01,22.175686,0,41.15451,-88.288734,6,6.1418
2034-07-01,21.180582,0,41.15451,-88.288734,7,6.2198
2034-08-01,17.217093,0,41.15451,-88.288734,8,5.4211
2034-09-01,10.499156,0,41.15451,-88.288734,9,4.4861
2034-10-01,3.3466694,0,41.15451,-88.288734,10,2.983
2034-11-01,-2.1435091,0,41.15451,-88.288734,11,1.9752
2034-12-01,-4.8953156,0,41.15451,-88.288734,12,1.4611
2035-01-01,-3.4371972,0,41.15451,-88.288734,1,1.7021
2035-02-01,2.5429814,0,41.15451,-88.288734,2,2.5774
2035-03-01,9.593706,0,41.15451,-88.288734,3,3.5962
2035-04-01,15.32205,0,41.15451,-88.288734,4,4.7482
2035-05-01,20.043743,0,41.15451,-88.288734,5,5.4576
2035-06-01,22.175688,0,41.15451,-88.288734,6,6.1418
2035-07-01,21.180582,0,41.15451,-88.288734,7,6.2198
2035-08-01,17.21709,0,41.15451,-88.288734,8,5.4211
2035-09-01,10.499156,0,41.15451,-88.288734,9,4.4861
2035-10-01,3.3466682,0,41.15451,-88.288734,10,2.983
2035-11-01,-2.1435096,0,41.15451,-88.288734,11,1.9752
2035-12-01,-4.8953166,0,41.15451,-88.288734,12,1.4611
2026-01-01,1.4756817,1,40.769405,-113.88882,1,2.1326
2026-02-01,5.9549713,1,40.769405,-113.88882,2,3.1594
2026-03-01,9.464004,1,40.769405,-113.88882,3,4.4513
2026-04-01,13.785299,1,40.769405,-113.88882,4,5.7096
2026-05-01,19.624168,1,40.769405,-113.88882,5,6.5119
2026-06-01,22.515928,1,40.769405,-113.88882,6,7.3553
2026-07-01,21.485935,1,40.769405,-113.88882,7,7.0075
2026-08-01,17.102486,1,40.769405,-113.88882,8,6.3802
2026-09-01,10.43829,1,40.769405,-113.88882,9,5.2121
2026-10-01,3.0256479,1,40.769405,-113.88882,10,3.7493
2026-11-01,-2.4790456,1,40.769405,-113.88882,11,2.4869
2026-12-01,-3.453191,1,40.769405,-113.88882,12,1.8305
2027-01-01,-0.8591552,1,40.769405,-113.88882,1,2.1326
2027-02-01,4.000272,1,40.769405,-113.88882,2,3.1594
2027-03-01,7.549382,1,40.769405,-113.88882,3,4.4513
2027-04-01,12.417852,1,40.769405,-113.88882,4,5.7096
2027-05-01,18.40003,1,40.769405,-113.88882,5,6.5119
2027-06-01,21.788157,1,40.769405,-113.88882,6,7.3553
2027-07-01,20.734068,1,40.769405,-113.88882,7,7.0075
2027-08-01,16.209557,1,40.769405,-113.88882,8,6.3802
2027-09-01,9.058035,1,40.769405,-113.88882,9,5.2121
2027-10-01,1.1677551,1,40.769405,-113.88882,10,3.7493
2027-11-01,-4.4106693,1,40.769405,-113.88882,11,2.4869
2027-12-01,-4.4256797,1,40.769405,-113.88882,12,1.8305
2028-01-01,-2.539301,1,40.769405,-113.88882,1,2.1326
2028-02-01,2.1392698,1,40.769405,-113.88882,2,3.1594
2028-03-01,6.286539,1,40.769405,-113.88882,3,4.4513
2028-04-01,11.379874,1,40.769405,-113.88882,4,5.7096
2028-05-01,17.608356,1,40.769405,-113.88882,5,6.5119
2028-06-01,21.426886,1,40.769405,-113.88882,6,7.3553
2028-07-01,20.464075,1,40.769405,-113.88882,7,7.0075
2028-08-01,15.917836,1,40.769405,-113.88882,8,6.3802
2028-09-01,8.658963,1,40.769405,-113.88882,9,5.2121
2028-10-01,0.65301263,1,40.769405,-113.88882,10,3.7493
2028-11-01,-4.6414948,1,40.769405,-113.88882,11,2.4869
2028-12-01,-4.629537,1,40.769405,-113.88882,12,1.8305
2029-01-01,-2.8567083,1,40.769405,-113.88882,1,2.1326
2029-02-01,1.5998102,1,40.769405,-113.88882,2,3.1594
2029-03-01,5.932297,1,40.769405,-113.88882,3,4.4513
2029-04-01,11.06417,1,40.769405,-113.88882,4,5.7096
2029-05-01,17.350973,1,40.769405,-113.88882,5,6.5119
2029-06-01,21.287598,1,40.769405,-113.88882,6,7.3553
2029-07-01,20.349838,1,40.769405,-113.88882,7,7.0075
2029-08-01,15.802048,1,40.769405,-113.88882,8,6.3802
2029-09-01,8.520836,1,40.769405,-113.88882,9,5.2121
2029-10-01,0.5009609,1,40.769405,-113.88882,10,3.7493
2029-11-01,-4.6809764,1,40.769405,-113.88882,11,2.4869
2029-12-01,-4.6768885,1,40.769405,-113.88882,12,1.8305
2030-01-01,-2.8960435,1,40.769405,-113.88882,1,2.1326
2030-02-01,1.4825214,1,40.769405,-113.88882,2,3.1594
2030-03-01,5.8521624,1,40.769405,-113.88882,3,4.4513
2030-04-01,10.989832,1,40.769405,-113.88882,4,5.7096
2030-05-01,17.287258,1,40.769405,-113.88882,5,6.5119
2030-06-01,21.250134,1,40.769405,-113.88882,6,7.3553
2030-07-01,20.31764,1,40.769405,-113.88882,7,7.0075
2030-08-01,15.774722,1,40.769405,-113.88882,8,6.3802
2030-09-01,8.487129,1,40.769405,-113.88882,9,5.2121
2030-10-01,0.4606277,1,40.769405,-113.88882,10,3.7493
2030-11-01,-4.691126,1,40.769405,-113.88882,11,2.4869
2030-12-01,-4.6879506,1,40.769405,-113.88882,12,1.8305
2031-01-01,-2.9045317,1,40.769405,-113.88882,1,2.1326
2031-02-01,1.4550353,1,40.769405,-113.88882,2,3.1594
2031-03-01,5.8348775,1,40.769405,-113.88882,3,4.4513
2031-04-01,10.973969,1,40.769405,-113.88882,4,5.7096
2031-05-01,17.273767,1,40.769405,-113.88882,5,6.5119
2031-06-01,21.242254,1,40.769405,-113.88882,6,7.3553
2031-07-01,20.310701,1,40.769405,-113.88882,7,7.0075
2031-08-01,15.768693,1,40.769405,-113.88882,8,6.3802
2031-09-01,8.479466,1,40.769405,-113.88882,9,5.2121
2031-10-01,0.45221975,1,40.769405,-113.88882,10,3.7493
2031-11-01,-4.693672,1,40.769405,-113.88882,11,2.4869
2031-12-01,-4.6905365,1,40.769405,-113.88882,12,1.8305
2032-01-01,-2.9065208,1,40.769405,-113.88882,1,2.1326
2032-02-01,1.4489334,1,40.769405,-113.88882,2,3.1594
2032-03-01,5.831124,1,40.769405,-113.88882,3,4.4513
2032-04-01,10.970565,1,40.769405,-113.88882,4,5.7096
2032-05-01,17.27092,1,40.769405,-113.88882,5,6.5119
2032-06-01,21.240622,1,40.769405,-113.88882,6,7.3553
2032-07-01,20.30926,1,40.769405,-113.88882,7,7.0075
2032-08-01,15.767431,1,40.769405,-113.88882,8,6.3802
2032-09-01,8.477868,1,40.769405,-113.88882,9,5.2121
2032-10-01,0.45046115,1,40.769405,-113.88882,10,3.7493
2032-11-01,-4.6941953,1,40.769405,-113.88882,11,2.4869
2032-12-01,-4.6910834,1,40.769405,-113.88882,12,1.8305
2033-01-01,-2.9069397,1,40.769405,-113.88882,1,2.1326
2033-02-01,1.4476389,1,40.769405,-113.88882,2,3.1594
2033-03-01,5.8303175,1,40.769405,-113.88882,3,4.4513
2033-04-01,10.969832,1,40.769405,-113.88882,4,5.7096
2033-05-01,17.270311,1,40.769405,-113.88882,5,6.5119
2033-06-01,21.240276,1,40.769405,-113.88882,6,7.3553
2033-07-01,20.308956,1,40.769405,-113.88882,7,7.0075
2033-08-01,15.767167,1,40.769405,-113.88882,8,6.3802
2033-09-01,8.477534,1,40.769405,-113.88882,9,5.2121
2033-10-01,0.45009488,1,40.769405,-113.88882,10,3.7493
2033-11-01,-4.694297,1,40.769405,-113.88882,11,2.4869
2033-12-01,-4.691195,1,40.769405,-113.88882,12,1.8305
2034-01-01,-2.907024,1,40.769405,-113.88882,1,2.1326
2034-02-01,1.4473704,1,40.769405,-113.88882,2,3.1594
2034-03-01,5.8301487,1,40.769405,-113.88882,3,4.4513
2034-04-01,10.969678,1,40.769405,-113.88882,4,5.7096
2034-05-01,17.270182,1,40.769405,-113.88882,5,6.5119
2034-06-01,21.240202,1,40.769405,-113.88882,6,7.3553
2034-07-01,20.308893,1,40.769405,-113.88882,7,7.0075
2034-08-01,15.767116,1,40.769405,-113.88882,8,6.3802
2034-09-01,8.477464,1,40.769405,-113.88882,9,5.2121
2034-10-01,0.45001683,1,40.769405,-113.88882,10,3.7493
2034-11-01,-4.694317,1,40.769405,-113.88882,11,2.4869
2034-12-01,-4.691218,1,40.769405,-113.88882,12,1.8305
2035-01-01,-2.9070415,1,40.769405,-113.88882,1,2.1326
2035-02-01,1.4473163,1,40.769405,-113.88882,2,3.1594
2035-03-01,5.8301144,1,40.769405,-113.88882,3,4.4513
2035-04-01,10.969647,1,40.769405,-113.88882,4,5.7096
2035-05-01,17.270157,1,40.769405,-113.88882,5,6.5119
2035-06-01,21.240192,1,40.769405,-113.88882,6,7.3553
2035-07-01,20.308878,1,40.769405,-113.88882,7,7.0075
2035-08-01,15.7671,1,40.769405,-113.88882,8,6.3802
2035-09-01,8.477449,1,40.769405,-113.88882,9,5.2121
2035-10-01,0.4500012,1,40.769405,-113.88882,10,3.7493
2035-11-01,-4.694321,1,40.769405,-113.88882,11,2.4869
2035-12-01,-4.6912227,1,40.769405,-113.88882,12,1.8305
2026-01-01,8.644215,2,34.92709,-98.29493,1,3.0002
2026-02-01,13.829892,2,34.92709,-98.29493,2,3.6211
2026-03-01,18.10841,2,34.92709,-98.29493,3,4.7818
2026-04-01,23.030125,2,34.92709,-98.29493,4,5.8562
2026-05-01,27.288765,2,34.92709,-98.29493,5,6.3127
2026-06-01,29.24405,2,34.92709,-98.29493,6,7.08
2026-07-01,28.244867,2,34.92709,-98.29493,7,7.015
2026-08-01,24.406794,2,34.92709,-98.29493,8,6.3646
2026-09-01,18.40811,2,34.92709,-98.29493,9,5.2704
2026-10-01,11.5297,2,34.92709,-98.29493,10,4.1443
2026-11-01,6.504754,2,34.92709,-98.29493,11,3.187
2026-12-01,5.084688,2,34.92709,-98.29493,12,2.5968
2027-01-01,7.7225747,2,34.92709,-98.29493,1,3.0002
2027-02-01,13.163946,2,34.92709,-98.29493,2,3.6211
2027-03-01,17.492674,2,34.92709,-98.29493,3,4.7818
2027-04-01,22.709915,2,34.92709,-98.29493,4,5.8562
2027-05-01,27.075388,2,34.92709,-98.29493,5,6.3127
2027-06-01,29.011507,2,34.92709,-98.29493,6,7.08
2027-07-01,27.936684,2,34.92709,-98.29493,7,7.015
2027-08-01,24.008585,2,34.92709,-98.29493,8,6.3646
2027-09-01,17.711872,2,34.92709,-98.29493,9,5.2704
2027-10-01,10.680499,2,34.92709,-98.29493,10,4.1443
2027-11-01,5.282944,2,34.92709,-98.29493,11,3.187
2027-12-01,4.1167545,2,34.92709,-98.29493,12,2.5968
2028-01-01,6.1847634,2,34.92709,-98.29493,1,3.0002
2028-02-01,12.091889,2,34.92709,-98.29493,2,3.6211
2028-03-01,16.809624,2,34.92709,-98.29493,3,4.7818
2028-04-01,22.324696,2,34.92709,-98.29493,4,5.8562
2028-05-01,26.828846,2,34.92709,-98.29493,5,6.3127
2028-06-01,28.874317,2,34.92709,-98.29493,6,7.08
2028-07-01,27.834705,2,34.92709,-98.29493,7,7.015
2028-08-01,23.936567,2,34.92709,-98.29493,8,6.3646
2028-09-01,17.60266,2,34.92709,-98.29493,9,5.2704
2028-10-01,10.521983,2,34.92709,-98.29493,10,4.1443
2028-11-01,5.090601,2,34.92709,-98.29493,11,3.187
2028-12-01,3.900017,2,34.92709,-98.29493,12,2.5968
2029-01-01,5.798569,2,34.92709,-98.29493,1,3.0002
2029-02-01,11.814792,2,34.92709,-98.29493,2,3.6211
2029-03-01,16.642511,2,34.92709,-98.29493,3,4.7818
2029-04-01,22.222328,2,34.92709,-98.29493,4,5.8562
2029-05-01,26.748514,2,34.92709,-98.29493,5,6.3127
2029-06-01,28.816227,2,34.92709,-98.29493,6,7.08
2029-07-01,27.782219,2,34.92709,-98.29493,7,7.015
2029-08-01,23.894646,2,34.92709,-98.29493,8,6.3646
2029-09-01,17.552328,2,34.92709,-98.29493,9,5.2704
2029-10-01,10.469328,2,34.92709,-98.29493,10,4.1443
2029-11-01,5.052487,2,34.92709,-98.29493,11,3.187
2029-12-01,3.8804097,2,34.92709,-98.29493,12,2.5968
2030-01-01,5.7499137,2,34.92709,-98.29493,1,3.0002
2030-02-01,11.768699,2,34.92709,-98.29493,2,3.6211
2030-03-01,16.612968,2,34.92709,-98.29493,3,4.7818
2030-04-01,22.199623,2,34.92709,-98.29493,4,5.8562
2030-05-01,26.730238,2,34.92709,-98.29493,5,6.3127
2030-06-01,28.801662,2,34.92709,-98.29493,6,7.08
2030-07-01,27.768436,2,34.92709,-98.29493,7,7.015
2030-08-01,23.883522,2,34.92709,-98.29493,8,6.3646
2030-09-01,17.539955,2,34.92709,-98.29493,9,5.2704
2030-10-01,10.457514,2,34.92709,-98.29493,10,4.1443
2030-11-01,5.045494,2,34.92709,-98.29493,11,3.187
2030-12-01,3.8797336,2,34.92709,-98.29493,12,2.5968
2031-01-01,5.7450767,2,34.92709,-98.29493,1,3.0002
2031-02-01,11.76262,2,34.92709,-98.29493,2,3.6211
2031-03-01,16.609324,2,34.92709,-98.29493,3,4.7818
2031-04-01,22.196535,2,34.92709,-98.29493,4,5.8562
2031-05-01,26.727833,2,34.92709,-98.29493,5,6.3127
2031-06-01,28.799686,2,34.92709,-98.29493,6,7.08
2031-07-01,27.766415,2,34.92709,-98.29493,7,7.015
2031-08-01,23.881853,2,34.92709,-98.29493,8,6.3646
2031-09-01,17.53809,2,34.92709,-98.29493,9,5.2704
2031-10-01,10.455609,2,34.92709,-98.29493,10,4.1443
2031-11-01,5.0443177,2,34.92709,-98.29493,11,3.187
2031-12-01,3.8797424,2,34.92709,-98.29493,12,2.5968
2032-01-01,5.7445517,2,34.92709,-98.29493,1,3.0002
2032-02-01,11.762112,2,34.92709,-98.29493,2,3.6211
2032-03-01,16.609133,2,34.92709,-98.29493,3,4.7818
2032-04-01,22.19645,2,34.92709,-98.29493,4,5.8562
2032-05-01,26.72771,2,34.92709,-98.29493,5,6.3127
2032-06-01,28.799583,2,34.92709,-98.29493,6,7.08
2032-07-01,27.766268,2,34.92709,-98.29493,7,7.015
2032-08-01,23.881725,2,34.92709,-98.29493,8,6.3646
2032-09-01,17.537949,2,34.92709,-98.29493,9,5.2704
2032-10-01,10.455442,2,34.92709,-98.29493,10,4.1443
2032-11-01,5.0442195,2,34.92709,-98.29493,11,3.187
2032-12-01,3.8797963,2,34.92709,-98.29493,12,2.5968
2033-01-01,5.74456,2,34.92709,-98.29493,1,3.0002
2033-02-01,11.762139,2,34.92709,-98.29493,2,3.6211
2033-03-01,16.609175,2,34.92709,-98.29493,3,4.7818
2033-04-01,22.1965,2,34.92709,-98.29493,4,5.8562
2033-05-01,26.72774,2,34.92709,-98.29493,5,6.3127
2033-06-01,28.799606,2,34.92709,-98.29493,6,7.08
2033-07-01,27.766285,2,34.92709,-98.29493,7,7.015
2033-08-01,23.881742,2,34.92709,-98.29493,8,6.3646
2033-09-01,17.537973,2,34.92709,-98.29493,9,5.2704
2033-10-01,10.455463,2,34.92709,-98.29493,10,4.1443
2033-11-01,5.0442433,2,34.92709,-98.29493,11,3.187
2033-12-01,3.879825,2,34.92709,-98.29493,12,2.5968
2034-01-01,5.7445884,2,34.92709,-98.29493,1,3.0002
2034-02-01,11.762166,2,34.92709,-98.29493,2,3.6211
2034-03-01,16.609194,2,34.92709,-98.29493,3,4.7818
2034-04-01,22.196522,2,34.92709,-98.29493,4,5.8562
2034-05-01,26.727755,2,34.92709,-98.29493,5,6.3127
2034-06-01,28.799618,2,34.92709,-98.29493,6,7.08
2034-07-01,27.766296,2,34.92709,-98.29493,7,7.015
2034-08-01,23.881752,2,34.92709,-98.29493,8,6.3646
2034-09-01,17.537989,2,34.92709,-98.29493,9,5.2704
2034-10-01,10.455477,2,34.92709,-98.29493,10,4.1443
2034-11-01,5.0442557,2,34.92709,-98.29493,11,3.187
2034-12-01,3.8798351,2,34.92709,-98.29493,12,2.5968
2035-01-01,5.7446003,2,34.92709,-98.29493,1,3.0002
2035-02-01,11.762178,2,34.92709,-98.29493,2,3.6211
2035-03-01,16.609201,2,34.92709,-98.29493,3,4.7818
2035-04-01,22.19653,2,34.92709,-98.29493,4,5.8562
2035-05-01,26.727758,2,34.92709,-98.29493,5,6.3127
2035-06-01,28.79962,2,34.92709,-98.29493,6,7.08
2035-07-01,27.7663,2,34.92709,-98.29493,7,7.015
2035-08-01,23.881754,2,34.92709,-98.29493,8,6.3646
2035-09-01,17.53799,2,34.92709,-98.29493,9,5.2704
2035-10-01,10.455482,2,34.92709,-98.29493,10,4.1443
2035-11-01,5.0442586,2,34.92709,-98.29493,11,3.187
2035-12-01,3.8798378,2,34.92709,-98.29493,12,2.5968
2026-01-01,5.3215046,3,36.020405,-81.8902,1,2.3794
2026-02-01,9.721439,3,36.020405,-81.8902,2,3.0187
2026-03-01,13.654815,3,36.020405,-81.8902,3,4.1141
2026-04-01,17.667885,3,36.020405,-81.8902,4,5.2238
2026-05-01,20.812046,3,36.020405,-81.8902,5,5.6638
2026-06-01,22.21928,3,36.020405,-81.8902,6,6.1277
2026-07-01,21.501125,3,36.020405,-81.8902,7,5.7886
2026-08-01,18.760744,3,36.020405,-81.8902,8,5.3477
2026-09-01,14.1225605,3,36.020405,-81.8902,9,4.561
2026-10-01,8.791472,3,36.020405,-81.8902,10,3.5983
2026-11-01,4.83501,3,36.020405,-81.8902,11,2.7828
2026-12-01,2.85048,3,36.020405,-81.8902,12,2.0935
2027-01-01,4.1650844,3,36.020405,-81.8902,1,2.3794
2027-02-01,8.521852,3,36.020405,-81.8902,2,3.0187
2027-03-01,13.042608,3,36.020405,-81.8902,3,4.1141
2027-04-01,17.254225,3,36.020405,-81.8902,4,5.2238
2027-05-01,20.470516,3,36.020405,-81.8902,5,5.6638
2027-06-01,21.89512,3,36.020405,-81.8902,6,6.1277
2027-07-01,21.192831,3,36.020405,-81.8902,7,5.7886
2027-08-01,18.403936,3,36.020405,-81.8902,8,5.3477
2027-09-01,13.546043,3,36.020405,-81.8902,9,4.561
2027-10-01,8.14445,3,36.020405,-81.8902,10,3.5983
2027-11-01,4.086834,3,36.020405,-81.8902,11,2.7828
2027-12-01,2.030827,3,36.020405,-81.8902,12,2.0935
2028-01-01,3.1550996,3,36.020405,-81.8902,1,2.3794
2028-02-01,7.636282,3,36.020405,-81.8902,2,3.0187
2028-03-01,12.689682,3,36.020405,-81.8902,3,4.1141
2028-04-01,17.041342,3,36.020405,-81.8902,4,5.2238
2028-05-01,20.363165,3,36.020405,-81.8902,5,5.6638
2028-06-01,21.836535,3,36.020405,-81.8902,6,6.1277
2028-07-01,21.154694,3,36.020405,-81.8902,7,5.7886
2028-08-01,18.344118,3,36.020405,-81.8902,8,5.3477
2028-09-01,13.455303,3,36.020405,-81.8902,9,4.561
2028-10-01,8.026739,3,36.020405,-81.8902,10,3.5983
2028-11-01,3.9487252,3,36.020405,-81.8902,11,2.7828
2028-12-01,1.8592384,3,36.020405,-81.8902,12,2.0935
2029-01-01,3.0104508,3,36.020405,-81.8902,1,2.3794
2029-02-01,7.4607472,3,36.020405,-81.8902,2,3.0187
2029-03-01,12.615308,3,36.020405,-81.8902,3,4.1141
2029-04-01,16.99441,3,36.020405,-81.8902,4,5.2238
2029-05-01,20.33796,3,36.020405,-81.8902,5,5.6638
2029-06-01,21.823158,3,36.020405,-81.8902,6,6.1277
2029-07-01,21.138979,3,36.020405,-81.8902,7,5.7886
2029-08-01,18.326208,3,36.020405,-81.8902,8,5.3477
2029-09-01,13.436016,3,36.020405,-81.8902,9,4.561
2029-10-01,8.010588,3,36.020405,-81.8902,10,3.5983
2029-11-01,3.941546,3,36.020405,-81.8902,11,2.7828
2029-12-01,1.8525361,3,36.020405,-81.8902,12,2.0935
2030-01-01,3.0036962,3,36.020405,-81.8902,1,2.3794
2030-02-01,7.447499,3,36.020405,-81.8902,2,3.0187
2030-03-01,12.607498,3,36.020405,-81.8902,3,4.1141
2030-04-01,16.989695,3,36.020405,-81.8902,4,5.2238
2030-05-01,20.335545,3,36.020405,-81.8902,5,5.6638
2030-06-01,21.822086,3,36.020405,-81.8902,6,6.1277
2030-07-01,21.137268,3,36.020405,-81.8902,7,5.7886
2030-08-01,18.32445,3,36.020405,-81.8902,8,5.3477
2030-09-01,13.435221,3,36.020405,-81.8902,9,4.561
2030-10-01,8.010936,3,36.020405,-81.8902,10,3.5983
2030-11-01,3.94434,3,36.020405,-81.8902,11,2.7828
2030-12-01,1.8555368,3,36.020405,-81.8902,12,2.0935
2031-01-01,3.0063286,3,36.020405,-81.8902,1,2.3794
2031-02-01,7.4504304,3,36.020405,-81.8902,2,3.0187
2031-03-01,12.608351,3,36.020405,-81.8902,3,4.1141
2031-04-01,16.990547,3,36.020405,-81.8902,4,5.2238
2031-05-01,20.33625,3,36.020405,-81.8902,5,5.6638
2031-06-01,21.82267,3,36.020405,-81.8902,6,6.1277
2031-07-01,21.137684,3,36.020405,-81.8902,7,5.7886
2031-08-01,18.324856,3,36.020405,-81.8902,8,5.3477
2031-09-01,13.435908,3,36.020405,-81.8902,9,4.561
2031-10-01,8.011695,3,36.020405,-81.8902,10,3.5983
2031-11-01,3.945358,3,36.020405,-81.8902,11,2.7828
2031-12-01,1.8566071,3,36.020405,-81.8902,12,2.0935
