state,year,energy_btu
MS,1983,793376.0
MT,1983,312450.0
NC,1983,1594752.0
ND,1983,224044.0
NE,1983,486000.0
NH,1983,196403.0
NJ,1983,2030471.0
NM,1983,462862.0
NV,1983,288937.0
NY,1983,3229532.0
OH,1983,3324778.0
OK,1983,1275509.0
OR,1983,830013.0
PA,1983,3268853.0
RI,1983,175193.0
SC,1983,959336.0
SD,1983,179181.0
TN,1983,1582505.0
TX,1983,8192171.0
US,1983,70452934.0
UT,1983,477021.0
VA,1983,1498929.0
VT,1983,118391.0
WA,1983,1538460.0
WI,1983,1374286.0
WV,1983,653467.0
WY,1983,319981.0
AK,1984,478019.0
AL,1984,1493906.0
AR,1984,774080.0
AZ,1984,772368.0
CA,1984,6351329.0
CO,1984,841649.0
CT,1984,691613.0
DC,1984,158980.0
DE,1984,214173.0
FL,1984,2446324.0
GA,1984,1813511.0
HI,1984,231705.0
IA,1984,910783.0
ID,1984,330482.0
IL,1984,3401645.0
IN,1984,2210675.0
KS,1984,993087.0
KY,1984,1322041.0
LA,1984,3513860.0
MA,1984,1254053.0
MD,1984,1153479.0
ME,1984,401679.0
MI,1984,2522093.0
MN,1984,1211934.0
MO,1984,1336767.0
MS,1984,833356.0
MT,1984,345422.0
NC,1984,1727564.0
ND,1984,252723.0
NE,1984,490603.0
NH,1984,216320.0
NJ,1984,2131621.0
NM,1984,463457.0
NV,1984,289442.0
NY,1984,3288883.0
OH,1984,3523339.0
OK,1984,1286192.0
OR,1984,897725.0
PA,1984,3501839.0
RI,1984,186785.0
SC,1984,1023171.0
SD,1984,182857.0
TN,1984,1664445.0
TX,1984,8735160.0
US,1984,74177235.0
UT,1984,491118.0
VA,1984,1580295.0
VT,1984,128061.0
WA,1984,1644647.0
WI,1984,1440496.0
WV,1984,691602.0
WY,1984,341363.0
AK,1985,469166.0
AL,1985,1475311.0
AR,1985,768517.0
AZ,1985,813921.0
CA,1985,6439167.0
CO,1985,846243.0
CT,1985,702339.0
DC,1985,158697.0
DE,1985,209389.0
FL,1985,2601036.0
GA,1985,1874526.0
HI,1985,247820.0
IA,1985,875272.0
ID,1985,340363.0
IL,1985,3346836.0
IN,1985,2245045.0
KS,1985,990991.0
KY,1985,1285182.0
LA,1985,3286756.0
MA,1985,1279641.0
MD,1985,1125401.0
ME,1985,407955.0
MI,1985,2568068.0
MN,1985,1223172.0
MO,1985,1365000.0
MS,1985,814503.0
MT,1985,358129.0
NC,1985,1733345.0
ND,1985,294248.0
NE,1985,486078.0
NH,1985,225858.0
NJ,1985,2089931.0
NM,1985,455983.0
NV,1985,292696.0
NY,1985,3407622.0
OH,1985,3512900.0
OK,1985,1265482.0
OR,1985,882005.0
PA,1985,3345824.0
RI,1985,199491.0
SC,1985,1035203.0
SD,1985,189618.0
TN,1985,1650687.0
TX,1985,8824053.0
US,1985,74340863.0
UT,1985,488948.0
VA,1985,1619492.0
VT,1985,130508.0
WA,1985,1656516.0
WI,1985,1459152.0
WV,1985,642175.0
WY,1985,348098.0
AK,1986,498563.0
AL,1986,1458334.0
AR,1986,739016.0
AZ,1986,822415.0
CA,1986,6335080.0
CO,1986,835101.0
CT,1986,717725.0
DC,1986,167001.0
DE,1986,210957.0
FL,1986,2677412.0
GA,1986,1891913.0
HI,1986,244655.0
IA,1986,878360.0
ID,1986,327985.0
IL,1986,3325624.0
IN,1986,2204836.0
KS,1986,952845.0
KY,1986,1260043.0
LA,1986,3447675.0
MA,1986,1346945.0
MD,1986,1144837.0
ME,1986,428362.0
MI,1986,2582748.0
MN,1986,1210175.0
MO,1986,1364511.0
MS,1986,822593.0
MT,1986,340169.0
NC,1986,1810587.0
ND,1986,297764.0
NE,1986,468296.0
NH,1986,244164.0
NJ,1986,2150686.0
NM,1986,444217.0
NV,1986,292872.0
NY,1986,3450061.0
OH,1986,3480380.0
OK,1986,1171141.0
OR,1986,863838.0
PA,1986,3286424.0
RI,1986,201135.0
SC,1986,1097582.0
SD,1986,189724.0
TN,1986,1639259.0
TX,1986,8816504.0
US,1986,74451441.0
UT,1986,459147.0
VA,1986,1700064.0
VT,1986,124431.0
WA,1986,1690106.0
WI,1986,1381904.0
WV,1986,645031.0
WY,1986,327001.0
AK,1987,493105.0
AL,1987,1541794.0
AR,1987,718177.0
AZ,1987,838472.0
CA,1987,6795178.0
CO,1987,845282.0
CT,1987,744352.0
DC,1987,167535.0
DE,1987,222263.0
FL,1987,2779486.0
GA,1987,1995372.0
HI,1987,248796.0
IA,1987,886824.0
ID,1987,333521.0
IL,1987,3393980.0
IN,1987,2330405.0
KS,1987,997525.0
KY,1987,1303513.0
LA,1987,3520246.0
MA,1987,1372951.0
MD,1987,1215720.0
ME,1987,418390.0
MI,1987,2580011.0
MN,1987,1219310.0
MO,1987,1393615.0
MS,1987,848586.0
MT,1987,320003.0
NC,1987,1904817.0
ND,1987,298035.0
NE,1987,483697.0
NH,1987,265948.0
NJ,1987,2232310.0
NM,1987,476333.0
NV,1987,321094.0
NY,1987,3568406.0
OH,1987,3611227.0
OK,1987,1229995.0
OR,1987,912212.0
PA,1987,3472305.0
RI,1987,211443.0
SC,1987,1139526.0
SD,1987,190735.0
TN,1987,1660819.0
TX,1987,9079399.0
US,1987,77112925.0
UT,1987,452427.0
VA,1987,1797316.0
VT,1987,133973.0
WA,1987,1752210.0
WI,1987,1368835.0
WV,1987,660813.0
WY,1987,356005.0
AK,1988,514932.0
AL,1988,1616129.0
AR,1988,801908.0
AZ,1988,881963.0
CA,1988,7018321.0
CO,1988,881005.0
CT,1988,778584.0
DC,1988,169107.0
DE,1988,229414.0
FL,1988,2960574.0
GA,1988,2091376.0
HI,1988,289021.0
IA,1988,960660.0
ID,1988,354967.0
IL,1988,3633357.0
IN,1988,2439515.0
KS,1988,1053533.0
KY,1988,1385250.0
LA,1988,3564281.0
MA,1988,1398947.0
MD,1988,1258601.0
ME,1988,470989.0
MI,1988,2759585.0
MN,1988,1325608.0
MO,1988,1467533.0
MS,1988,900034.0
MT,1988,333710.0
NC,1988,1991109.0
ND,1988,302110.0
NE,1988,524318.0
NH,1988,266934.0
NJ,1988,2255080.0
NM,1988,502383.0
NV,1988,344745.0
NY,1988,3668613.0
OH,1988,3760180.0
OK,1988,1267959.0
OR,1988,966215.0
PA,1988,3643313.0
RI,1988,219388.0
SC,1988,1201940.0
SD,1988,201296.0
TN,1988,1731416.0
TX,1988,9671414.0
US,1988,81077213.0
UT,1988,517229.0
VA,1988,1877896.0
VT,1988,141384.0
WA,1988,1893773.0
WI,1988,1478397.0
WV,1988,707825.0
WY,1988,363842.0
AK,1989,570067.0
AL,1989,1638956.0
AR,1989,863033.0
AZ,1989,912149.0
CA,1989,7265036.0
CO,1989,892223.0
CT,1989,790516.0
DC,1989,173198.0
DE,1989,235488.0
FL,1989,3143302.0
GA,1989,2160879.0
HI,1989,309045.0
IA,1989,918981.0
ID,1989,386190.0
IL,1989,3536169.0
IN,1989,2461663.0
KS,1989,1023345.0
KY,1989,1464594.0
LA,1989,3712321.0
MA,1989,1424934.0
MD,1989,1283006.0
ME,1989,461237.0
MI,1989,2782516.0
MN,1989,1356678.0
MO,1989,1471793.0
MS,1989,936818.0
MT,1989,341882.0
NC,1989,1997506.0
ND,1989,313743.0
NE,1989,520576.0
NH,1989,264689.0
NJ,1989,2306618.0
NM,1989,524849.0
NV,1989,377634.0
NY,1989,3672818.0
OH,1989,3846114.0
OK,1989,1296947.0
OR,1989,967840.0
PA,1989,3652258.0
RI,1989,212031.0
SC,1989,1202893.0
SD,1989,209498.0
TN,1989,1772389.0
TX,1989,9919203.0
US,1989,82703379.0
UT,1989,526248.0
VA,1989,1909264.0
VT,1989,138924.0
WA,1989,1945568.0
WI,1989,1478803.0
WV,1989,727047.0
WY,1989,373500.0
AK,1990,577270.0
AL,1990,1599432.0
AR,1990,829674.0
AZ,1990,912983.0
CA,1990,7120826.0
CO,1990,933527.0
CT,1990,772489.0
DC,1990,180636.0
DE,1990,251171.0
FL,1990,3275218.0
GA,1990,2188433.0
HI,1990,320661.0
IA,1990,941873.0
ID,1990,340787.0
IL,1990,3611525.0
IN,1990,2486534.0
KS,1990,1074330.0
KY,1990,1469560.0
LA,1990,3699880.0
MA,1990,1405515.0
MD,1990,1251922.0
ME,1990,408073.0
MI,1990,2853863.0
MN,1990,1399749.0
MO,1990,1490887.0
MS,1990,1015128.0
MT,1990,310458.0
NC,1990,2009568.0
ND,1990,309734.0
NE,1990,526493.0
NH,1990,256611.0
NJ,1990,2249404.0
NM,1990,596714.0
NV,1990,394592.0
NY,1990,3568067.0
OH,1990,3807991.0
OK,1990,1373988.0
OR,1990,724030.0
PA,1990,3632889.0
RI,1990,212245.0
SC,1990,1250119.0
SD,1990,192425.0
TN,1990,1730495.0
TX,1990,10079993.0
US,1990,82277974.0
UT,1990,535789.0
VA,1990,1947533.0
VT,1990,120223.0
WA,1990,1469535.0
WI,1990,1468337.0
WV,1990,696077.0
WY,1990,397940.0
AK,1991,596366.0
AL,1991,1618216.0
AR,1991,818074.0
AZ,1991,923446.0
CA,1991,7011231.0
CO,1991,980904.0
CT,1991,772348.0
DC,1991,186181.0
DE,1991,254456.0
FL,1991,3236549.0
GA,1991,2176941.0
HI,1991,294400.0
IA,1991,978008.0
ID,1991,350770.0
IL,1991,3677262.0
IN,1991,2468749.0
KS,1991,1070386.0
KY,1991,1491458.0
LA,1991,3703937.0
MA,1991,1365471.0
MD,1991,1256583.0
ME,1991,414907.0
MI,1991,2789697.0
MN,1991,1423114.0
MO,1991,1531142.0
MS,1991,1037042.0
MT,1991,313553.0
NC,1991,2005519.0
ND,1991,319574.0
NE,1991,536262.0
NH,1991,246331.0
NJ,1991,2277391.0
NM,1991,589783.0
NV,1991,402012.0
NY,1991,3508914.0
OH,1991,3806874.0
OK,1991,1309387.0
OR,1991,737561.0
PA,1991,3574762.0
RI,1991,218425.0
SC,1991,1275640.0
SD,1991,189426.0
TN,1991,1722162.0
TX,1991,10080020.0
US,1991,82212657.0
UT,1991,564864.0
VA,1991,1953955.0
VT,1991,128363.0
WA,1991,1455784.0
WI,1991,1505945.0
WV,1991,666303.0
WY,1991,386520.0
AK,1992,620875.0
AL,1992,1691870.0
AR,1992,847533.0
AZ,1992,954555.0
CA,1992,7020561.0
CO,1992,984390.0
CT,1992,807110.0
DC,1992,187410.0
DE,1992,260364.0
FL,1992,3306983.0
GA,1992,2217975.0
HI,1992,305433.0
IA,1992,968775.0
ID,1992,371064.0
IL,1992,3649626.0
IN,1992,2456593.0
KS,1992,1057319.0
KY,1992,1556815.0
LA,1992,3813285.0
MA,1992,1433608.0
MD,1992,1246381.0
ME,1992,429331.0
MI,1992,2837833.0
MN,1992,1432163.0
MO,1992,1520209.0
MS,1992,1062132.0
MT,1992,318520.0
NC,1992,2100066.0
ND,1992,326186.0
NE,1992,525031.0
NH,1992,255293.0
NJ,1992,2362094.0
NM,1992,586608.0
NV,1992,417828.0
NY,1992,3588577.0
OH,1992,3853846.0
OK,1992,1318460.0
OR,1992,797636.0
PA,1992,3672203.0
RI,1992,245916.0
SC,1992,1291013.0
SD,1992,194272.0
TN,1992,1775827.0
TX,1992,10236320.0
US,1992,83842847.0
UT,1992,551440.0
VA,1992,1982330.0
VT,1992,134610.0
WA,1992,1629613.0
WI,1992,1505076.0
WV,1992,679096.0
WY,1992,420166.0
AK,1993,614626.0
AL,1993,1744734.0
AR,1993,912973.0
AZ,1993,968200.0
CA,1993,6715658.0
CO,1993,1048764.0
CT,1993,793436.0
DC,1993,194596.0
DE,1993,265800.0
FL,1993,3338698.0
GA,1993,2373461.0
HI,1993,281060.0
IA,1993,1033373.0
ID,1993,366600.0
IL,1993,3752683.0
IN,1993,2566462.0
KS,1993,1085811.0
KY,1993,1599201.0
LA,1993,3875810.0
MA,1993,1435011.0
MD,1993,1298604.0
ME,1993,433680.0
MI,1993,2836830.0
MN,1993,1476438.0
MO,1993,1619168.0
MS,1993,1071986.0
MT,1993,329278.0
NC,1993,2194539.0
ND,1993,329622.0
NE,1993,553948.0
NH,1993,255507.0
NJ,1993,2372788.0
NM,1993,601669.0
NV,1993,439144.0
NY,1993,3604951.0
OH,1993,3904883.0
OK,1993,1371540.0
OR,1993,788803.0
PA,1993,3743720.0
RI,1993,202097.0
SC,1993,1351188.0
SD,1993,214317.0
TN,1993,1815778.0
TX,1993,10339357.0
US,1993,85220279.0
UT,1993,575833.0
VA,1993,2056463.0
VT,1993,132284.0
WA,1993,1636746.0
WI,1993,1567464.0
WV,1993,702357.0
WY,1993,405233.0
AK,1994,613753.0
AL,1994,1822330.0
AR,1994,951014.0
AZ,1994,1020281.0
CA,1994,6974865.0
CO,1994,1053680.0
CT,1994,796851.0
DC,1994,189663.0
DE,1994,261025.0
FL,1994,3458320.0
GA,1994,2395160.0
HI,1994,296649.0
IA,1994,1062480.0
ID,1994,393148.0
IL,1994,3772943.0
IN,1994,2553094.0
KS,1994,1111782.0
KY,1994,1645098.0
LA,1994,4014247.0
MA,1994,1440816.0
MD,1994,1304324.0
ME,1994,443192.0
MI,1994,2860192.0
MN,1994,1512190.0
MO,1994,1643126.0
MS,1994,1089406.0
MT,1994,340383.0
NC,1994,2189090.0
ND,1994,338628.0
NE,1994,576203.0
NH,1994,257447.0
NJ,1994,2482511.0
NM,1994,590170.0
NV,1994,478446.0
NY,1994,3557921.0
OH,1994,4011173.0
OK,1994,1386250.0
OR,1994,834131.0
PA,1994,3815840.0
RI,1994,240772.0
SC,1994,1350728.0
SD,1994,204684.0
TN,1994,1845442.0
TX,1994,10653346.0
US,1994,87080163.0
UT,1994,586381.0
VA,1994,2081090.0
VT,1994,132305.0
WA,1994,1639485.0
WI,1994,1614589.0
WV,1994,728995.0
WY,1994,406194.0
AK,1995,694594.0
AL,1995,1907458.0
AR,1995,1002777.0
AZ,1995,1051644.0
CA,1995,6837236.0
CO,1995,1075533.0
CT,1995,779891.0
DC,1995,191627.0
DE,1995,262221.0
FL,1995,3604864.0
GA,1995,2578340.0
HI,1995,294338.0
IA,1995,1100958.0
ID,1995,386129.0
IL,1995,3885782.0
IN,1995,2618357.0
KS,1995,1078330.0
KY,1995,1719009.0
LA,1995,4058533.0
MA,1995,1425706.0
MD,1995,1324983.0
ME,1995,409737.0
MI,1995,2989872.0
MN,1995,1601592.0
MO,1995,1702651.0
MS,1995,1114962.0
MT,1995,350916.0
NC,1995,2318862.0
ND,1995,345525.0
NE,1995,604571.0
NH,1995,261569.0
NJ,1995,2474928.0
NM,1995,581611.0
NV,1995,491511.0
NY,1995,3609870.0
OH,1995,4091597.0
OK,1995,1359274.0
OR,1995,776033.0
PA,1995,3878039.0
RI,1995,229566.0
SC,1995,1405544.0
SD,1995,204588.0
TN,1995,1882763.0
TX,1995,10800158.0
US,1995,88732046.0
UT,1995,635710.0
VA,1995,2146979.0
VT,1995,129962.0
WA,1995,1584581.0
WI,1995,1677031.0
WV,1995,731109.0
WY,1995,401562.0
AK,1996,709979.0
AL,1996,1935016.0
AR,1996,1025669.0
AZ,1996,1112722.0
CA,1996,6926290.0
CO,1996,1125733.0
CT,1996,807830.0
DC,1996,183930.0
DE,1996,271563.0
FL,1996,3677088.0
GA,1996,2726850.0
HI,1996,280503.0
IA,1996,1142304.0
ID,1996,400574.0
IL,1996,3969450.0
IN,1996,2700030.0
KS,1996,1109621.0
KY,1996,1737381.0
LA,1996,4227956.0
MA,1996,1443362.0
MD,1996,1348704.0
ME,1996,435907.0
MI,1996,3094114.0
MN,1996,1669382.0
MO,1996,1791633.0
MS,1996,1137369.0
MT,1996,345335.0
NC,1996,2400141.0
ND,1996,347336.0
NE,1996,634831.0
NH,1996,271947.0
NJ,1996,2456095.0
NM,1996,604479.0
NV,1996,535413.0
NY,1996,3735534.0
OH,1996,4164743.0
OK,1996,1424141.0
OR,1996,791719.0
PA,1996,3908529.0
RI,1996,220082.0
SC,1996,1445918.0
SD,1996,209718.0
TN,1996,1974588.0
TX,1996,11572187.0
US,1996,91474194.0
UT,1996,664944.0
VA,1996,2185166.0
VT,1996,135643.0
WA,1996,1580328.0
WI,1996,1736202.0
WV,1996,702811.0
WY,1996,412595.0
AK,1997,701267.0
AL,1997,1903449.0
AR,1997,1039783.0
AZ,1997,1125743.0
CA,1997,7063176.0
CO,1997,1119835.0
CT,1997,796695.0
DC,1997,180824.0
DE,1997,271024.0
FL,1997,3699302.0
GA,1997,2709444.0
HI,1997,270917.0
IA,1997,1129820.0
ID,1997,395691.0
IL,1997,3937179.0
IN,1997,2679932.0
KS,1997,1101084.0
KY,1997,1746301.0
LA,1997,4319442.0
MA,1997,1443663.0
MD,1997,1360692.0
ME,1997,418836.0
MI,1997,3094258.0
MN,1997,1638039.0
MO,1997,1789852.0
MS,1997,1138146.0
MT,1997,327595.0
NC,1997,2384048.0
ND,1997,353277.0
NE,1997,648029.0
NH,1997,272487.0
NJ,1997,2472747.0
NM,1997,643472.0
NV,1997,537352.0
NY,1997,3799956.0
OH,1997,4145594.0
OK,1997,1425632.0
OR,1997,796072.0
PA,1997,3878568.0
RI,1997,217849.0
SC,1997,1495020.0
SD,1997,204290.0
TN,1997,1960857.0
TX,1997,11972410.0
US,1997,92105715.0
UT,1997,678299.0
VA,1997,2186090.0
VT,1997,141458.0
WA,1997,1588049.0
WI,1997,1741271.0
WV,1997,702526.0
WY,1997,411936.0
AK,1998,715652.0
AL,1998,1946380.0
AR,1998,1061551.0
AZ,1998,1185968.0
CA,1998,7331105.0
CO,1998,1172701.0
CT,1998,783855.0
DC,1998,182578.0
DE,1998,271046.0
FL,1998,3850212.0
GA,1998,2744268.0
HI,1998,270821.0
IA,1998,1141438.0
ID,1998,415600.0
IL,1998,3852291.0
IN,1998,2670088.0
KS,1998,1088778.0
KY,1998,1705476.0
LA,1998,4040905.0
MA,1998,1418374.0
MD,1998,1367319.0
ME,1998,395645.0
MI,1998,3043942.0
MN,1998,1613948.0
MO,1998,1832896.0
MS,1998,1136123.0
MT,1998,351575.0
NC,1998,2433538.0
ND,1998,343412.0
NE,1998,664539.0
NH,1998,275386.0
NJ,1998,2451070.0
NM,1998,635425.0
NV,1998,554912.0
NY,1998,3738533.0
OH,1998,4065311.0
OK,1998,1426637.0
OR,1998,854246.0
PA,1998,3718943.0
RI,1998,226630.0
SC,1998,1538769.0
SD,1998,206384.0
TN,1998,2043128.0
TX,1998,12151583.0
US,1998,92614839.0
UT,1998,701774.0
VA,1998,2224990.0
VT,1998,131927.0
WA,1998,1687210.0
WI,1998,1734589.0
WV,1998,729892.0
WY,1998,418381.0
AK,1999,719766.0
AL,1999,2002228.0
AR,1999,1083254.0
AZ,1999,1235022.0
CA,1999,7365674.0
CO,1999,1191909.0
CT,1999,829664.0
DC,1999,185034.0
DE,1999,283315.0
FL,1999,3907612.0
GA,1999,2779826.0
HI,1999,267015.0
IA,1999,1188691.0
ID,1999,434818.0
IL,1999,4023131.0
IN,1999,2780767.0
KS,1999,1108236.0
KY,1999,1798735.0
LA,1999,4021156.0
MA,1999,1436226.0
MD,1999,1407012.0
ME,1999,408243.0
MI,1999,3209383.0
MN,1999,1682954.0
MO,1999,1875522.0
MS,1999,1229948.0
MT,1999,353885.0
NC,1999,2462256.0
ND,1999,370208.0
NE,1999,654753.0
NH,1999,286067.0
NJ,1999,2561343.0
NM,1999,639172.0
NV,1999,578338.0
NY,1999,3887014.0
OH,1999,4218414.0
OK,1999,1411593.0
OR,1999,861362.0
PA,1999,3761268.0
RI,1999,226772.0
SC,1999,1557091.0
SD,1999,212078.0
TN,1999,2103753.0
TX,1999,11778877.0
US,1999,94212808.0
UT,1999,693588.0
VA,1999,2286540.0
VT,1999,131361.0
WA,1999,1702632.0
WI,1999,1825284.0
WV,1999,713456.0
WY,1999,422871.0
AK,2000,735260.0
AL,2000,2065056.0
AR,2000,1124742.0
AZ,2000,1289942.0
CA,2000,7504612.0
CO,2000,1257656.0
CT,2000,841087.0
DC,2000,194839.0
DE,2000,303879.0
FL,2000,4067861.0
GA,2000,2901427.0
HI,2000,270704.0
IA,2000,1186019.0
ID,2000,466227.0
IL,2000,4028341.0
IN,2000,2863912.0
KS,2000,1116017.0
KY,2000,1787820.0
LA,2000,4327069.0
MA,2000,1523680.0
MD,2000,1443517.0
ME,2000,443007.0
MI,2000,3211610.0
MN,2000,1735761.0
MO,2000,1826062.0
MS,2000,1242230.0
MT,2000,372039.0
NC,2000,2587711.0
ND,2000,377163.0
NE,2000,658506.0
NH,2000,302941.0
NJ,2000,2477618.0
NM,2000,661807.0
NV,2000,603315.0
NY,2000,3966053.0
OH,2000,4259607.0
OK,2000,1471342.0
OR,2000,875026.0
PA,2000,3930803.0
RI,2000,205560.0
SC,2000,1604585.0
SD,2000,226359.0
TN,2000,2150751.0
TX,2000,12133169.0
US,2000,96686060.0
UT,2000,740298.0
VA,2000,2392470.0
VT,2000,143500.0
WA,2000,1702888.0
WI,2000,1861007.0
WV,2000,732445.0
WY,2000,425392.0
AK,2001,726418.0
AL,2001,1859587.0
AR,2001,1078834.0
AZ,2001,1302269.0
CA,2001,7610078.0
CO,2001,1358653.0
CT,2001,826501.0
DC,2001,190410.0
DE,2001,290543.0
FL,2001,4051572.0
GA,2001,2797716.0
HI,2001,267970.0
IA,2001,1157637.0
ID,2001,449829.0
IL,2001,3904632.0
IN,2001,2767007.0
KS,2001,1063512.0
KY,2001,1807989.0
LA,2001,3818697.0
MA,2001,1507350.0
MD,2001,1438122.0
ME,2001,412740.0
MI,2001,3092545.0
MN,2001,1706313.0
MO,2001,1856035.0
MS,2001,1132668.0
MT,2001,335079.0
NC,2001,2529858.0
ND,2001,404329.0
NE,2001,657462.0
NH,2001,301533.0
NJ,2001,2452615.0
NM,2001,660774.0
NV,2001,609458.0
NY,2001,3859806.0
OH,2001,3999662.0
OK,2001,1492091.0
OR,2001,843152.0
PA,2001,3841084.0
RI,2001,204139.0
SC,2001,1555221.0
SD,2001,231498.0
TN,2001,2158909.0
TX,2001,11927025.0
US,2001,94391208.0
UT,2001,710796.0
VA,2001,2322159.0
VT,2001,144411.0
WA,2001,1647875.0
WI,2001,1835152.0
WV,2001,726547.0
WY,2001,435687.0
AK,2002,723166.0
AL,2002,1920029.0
AR,2002,1095219.0
AZ,2002,1298175.0
CA,2002,7595049.0
CO,2002,1358529.0
CT,2002,811464.0
DC,2002,191595.0
DE,2002,304848.0
FL,2002,4161068.0
GA,2002,2912009.0
HI,2002,283505.0
IA,2002,1183045.0
ID,2002,432653.0
IL,2002,3919273.0
IN,2002,2853599.0
KS,2002,1096710.0
KY,2002,1959802.0
LA,2002,3952583.0
MA,2002,1518565.0
MD,2002,1514196.0
ME,2002,418306.0
MI,2002,3148731.0
MN,2002,1767476.0
MO,2002,1868202.0
MS,2002,1170397.0
MT,2002,347138.0
NC,2002,2545210.0
ND,2002,397570.0
NE,2002,669254.0
NH,2002,310926.0
NJ,2002,2479729.0
NM,2002,658663.0
NV,2002,603491.0
NY,2002,3854372.0
OH,2002,3939151.0
OK,2002,1446109.0
OR,2002,802635.0
PA,2002,3899649.0
RI,2002,203331.0
SC,2002,1593685.0
SD,2002,244625.0
TN,2002,2174381.0
TX,2002,12216726.0
US,2002,95582476.0
UT,2002,690668.0
VA,2002,2345733.0
VT,2002,143803.0
WA,2002,1439872.0
WI,2002,1869261.0
WV,2002,751113.0
WY,2002,436429.0
AK,2003,722838.0
AL,2003,1897040.0
AR,2003,1083763.0
AZ,2003,1319572.0
CA,2003,7454129.0
CO,2003,1360444.0
CT,2003,888123.0
DC,2003,188466.0
DE,2003,300832.0
FL,2003,4180999.0
GA,2003,2923139.0
HI,2003,299086.0
IA,2003,1179269.0
ID,2003,410104.0
IL,2003,3944694.0
IN,2003,2934671.0
KS,2003,1137937.0
KY,2003,1895859.0
LA,2003,3804200.0
MA,2003,1486093.0
MD,2003,1560860.0
ME,2003,414953.0
MI,2003,3187033.0
MN,2003,1843962.0
MO,2003,1879317.0
MS,2003,1201624.0
MT,2003,349542.0
NC,2003,2542759.0
ND,2003,396611.0
NE,2003,679281.0
NH,2003,320333.0
NJ,2003,2507742.0
NM,2003,659610.0
NV,2003,633191.0
NY,2003,3992726.0
OH,2003,4007179.0
OK,2003,1477033.0
OR,2003,790533.0
PA,2003,3943918.0
RI,2003,217784.0
SC,2003,1585456.0
SD,2003,249667.0
TN,2003,2165119.0
TX,2003,12006763.0
US,2003,95806580.0
UT,2003,701636.0
VA,2003,2414114.0
VT,2003,146619.0
WA,2003,1455598.0
WI,2003,1849371.0
WV,2003,705288.0
WY,2003,459188.0
AK,2004,765107.0
AL,2004,2017765.0
AR,2004,1069229.0
AZ,2004,1372363.0
CA,2004,7835668.0
CO,2004,1388345.0
CT,2004,903011.0
DC,2004,196183.0
DE,2004,287001.0
FL,2004,4334599.0
GA,2004,3065310.0
HI,2004,312623.0
IA,2004,1232893.0
ID,2004,442107.0
IL,2004,3992115.0
IN,2004,2927611.0
KS,2004,1119126.0
KY,2004,1971977.0
LA,2004,4005138.0
MA,2004,1485410.0
MD,2004,1544267.0
ME,2004,428475.0
MI,2004,3152951.0
MN,2004,1846595.0
MO,2004,1884851.0
MS,2004,1206056.0
MT,2004,371586.0
NC,2004,2626745.0
ND,2004,400176.0
NE,2004,691976.0
NH,2004,327923.0
NJ,2004,2551491.0
NM,2004,682293.0
NV,2004,667681.0
NY,2004,4094407.0
OH,2004,4039591.0
OK,2004,1455534.0
OR,2004,802333.0
PA,2004,3991628.0
RI,2004,215376.0
SC,2004,1697642.0
SD,2004,262850.0
TN,2004,2208080.0
TX,2004,12047529.0
US,2004,98044608.0
UT,2004,732464.0
VA,2004,2540898.0
VT,2004,155954.0
WA,2004,1506656.0
WI,2004,1872654.0
WV,2004,728468.0
WY,2004,448135.0
AK,2005,788012.0
AL,2005,2018912.0
AR,2005,1094815.0
AZ,2005,1411695.0
CA,2005,7741970.0
CO,2005,1419633.0
CT,2005,871777.0
DC,2005,196028.0
DE,2005,297787.0
FL,2005,4406875.0
GA,2005,3080403.0
HI,2005,322560.0
IA,2005,1259846.0
ID,2005,452949.0
IL,2005,4138872.0
IN,2005,2921512.0
KS,2005,1064258.0
KY,2005,1997945.0
LA,2005,3849720.0
MA,2005,1491401.0
MD,2005,1576776.0
ME,2005,429464.0
MI,2005,3203878.0
MN,2005,1851444.0
MO,2005,1974667.0
MS,2005,1173361.0
MT,2005,389848.0
NC,2005,2661860.0
ND,2005,405595.0
NE,2005,698718.0
NH,2005,320450.0
NJ,2005,2647662.0
NM,2005,681623.0
NV,2005,687650.0
NY,2005,3977272.0
OH,2005,4069541.0
OK,2005,1507364.0
OR,2005,833558.0
PA,2005,4022884.0
RI,2005,209035.0
SC,2005,1667434.0
SD,2005,283354.0
TN,2005,2272899.0
TX,2005,11505194.0
US,2005,98108764.0
UT,2005,757644.0
VA,2005,2616525.0
VT,2005,154552.0
WA,2005,1531850.0
WI,2005,1940762.0
WV,2005,731143.0
WY,2005,453595.0
AK,2006,738306.0
AL,2006,2050932.0
AR,2006,1103064.0
AZ,2006,1457800.0
CA,2006,7785762.0
CO,2006,1432297.0
CT,2006,816420.0
DC,2006,181712.0
DE,2006,285714.0
FL,2006,4460801.0
GA,2006,3067394.0
HI,2006,324507.0
IA,2006,1281045.0
ID,2006,447801.0
IL,2006,3988635.0
IN,2006,2856693.0
KS,2006,1089261.0
KY,2006,1992266.0
LA,2006,4021734.0
MA,2006,1417140.0
MD,2006,1460946.0
ME,2006,407733.0
MI,2006,3032895.0
MN,2006,1821508.0
MO,2006,1966264.0
MS,2006,1209261.0
MT,2006,405771.0
NC,2006,2619752.0
ND,2006,411170.0
NE,2006,714178.0
NH,2006,302739.0
NJ,2006,2531346.0
NM,2006,686722.0
NV,2006,719850.0
NY,2006,3687714.0
